created_datetime   |raw_string_body
2025-10-30 06:32:18|{ "headerInfo": { "corrId": "c3bb4952-19b6-4fd4-a1cc-835ceeed3d94", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Транзитный", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "собака", "paymentPriority": "5", "accountDebet": "40831810345250000745", "accountCredit": "40831810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40831810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40831810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30101810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30101810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30101810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "027f36c9-6534-452a-96f9-c891963ab909", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Межфилиальный", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "стул", "paymentPriority": "5", "accountDebet": "40819810345250000745", "accountCredit": "40819810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40819810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40819810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30101810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30101810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30101810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "b753aa68-65d8-450b-a9b3-69a4bf8e0675", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Межфилиальный", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "вознаграждение", "paymentPriority": "5", "accountDebet": "40828810345250000745", "accountCredit": "40828810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40828810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40828810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30101810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30101810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30101810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "dfa07d4e-2cbc-4f87-87d8-a49433da69c9", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Исходящий", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "недвижимость", "paymentPriority": "5", "accountDebet": "40831810345250000745", "accountCredit": "40831810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40831810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40831810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30101810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30101810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30101810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "18db4a34-50a7-43de-a917-cbbded75a3d3", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Входящий", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "зачисление пенсии", "paymentPriority": "5", "accountDebet": "40828810345250000745", "accountCredit": "40828810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40828810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40828810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "40703810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "40703810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "40703810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "8592485b-f6dc-42c7-a7f7-87e981bbc532", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Межфилиальный", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "недвижимость", "paymentPriority": "5", "accountDebet": "40818810345250000745", "accountCredit": "40818810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40818810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40818810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30102810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30102810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30102810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "b2ca10ab-d428-44f0-9d93-62d1dedb9912", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Межфилиальный", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "выплата прибыли", "paymentPriority": "5", "accountDebet": "40819810345250000745", "accountCredit": "40819810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40819810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40819810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "40702810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "40702810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "40702810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "f5c3be52-e9d4-49ac-a560-8b725f38d523", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Транзитный", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "доход", "paymentPriority": "5", "accountDebet": "40828810345250000745", "accountCredit": "40828810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40828810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40828810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "40703810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "40703810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "40703810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "e0bb9149-7b9a-4783-951e-cc9fb377145f", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Входящий", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": ",бассейн", "paymentPriority": "5", "accountDebet": "40831810345250000745", "accountCredit": "40831810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40831810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40831810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30101810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30101810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30101810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "940c7ef1-3fb6-4453-9bd4-8754676cdc46", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Входящий", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "домик", "paymentPriority": "5", "accountDebet": "40830810345250000745", "accountCredit": "40830810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40830810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40830810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30102810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30102810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30102810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "a8fec3d8-c76b-44c5-a07f-d0d10cdb12f9", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Транзитный", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "судно", "paymentPriority": "5", "accountDebet": "40827810345250000745", "accountCredit": "40827810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40827810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40827810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30102810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30102810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30102810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "7389ee04-39dc-4fa5-b361-71e3e651de07", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Транзитный", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "море", "paymentPriority": "5", "accountDebet": "40818810345250000745", "accountCredit": "40818810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40818810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40818810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30102810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30102810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30102810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "0265707c-5b91-47cb-8561-79a12b5ba764", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Исходящий", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "СИТИБАНК", "paymentPriority": "5", "accountDebet": "40818810345250000745", "accountCredit": "40818810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40818810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40818810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30102810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30102810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30102810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "2537bdbe-d954-4abd-ba87-38a30a570f98", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Входящий", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "зачисление пенсии", "paymentPriority": "5", "accountDebet": "40831810345250000745", "accountCredit": "40831810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40831810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40831810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "30101810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "30101810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "30101810145250000411" } }
2025-10-30 06:32:16|{ "headerInfo": { "corrId": "8fe9f979-0ac0-4c78-8519-b58ba01aab6e", "source": "1388_ALPP", "version": "1.0", "msgDateTime": "2025-07-17T18:18:00.147+03:00" }, "paymentInfo": { "operationKind": "1388.0006.0001", "channel": "TP", "paymentId": "2f8eee47-a877-4c08-83c5-273f84d6eef8", "transactionDateTime": "2025-07-15T13:18:00.042+03:00", "paymentType": "Транзитный", "documentCode": "01", "paymentNumber": "1017506305", "paymentDate": "2025-07-15", "amount": "40", "currency": "RUB", "operationType": "01", "paymentPurpose": "ПРОФИТЭК", "paymentPriority": "5", "accountDebet": "40817810345250000745", "accountCredit": "40817810145250000411" }, "payerInfo": { "clientId": "1000011961336", "mdmSystemCode": "1498", "clientType": "4", "payerName": "ПАО БАНК ВТБ", "payerInn": "7702070139", "payerAccountInfo": { "purpose": "счет требований 47423", "payerAccountNumber": "40817810345250000745" } }, "receiverInfo": { "clientId": "9991231449282", "mdmSystemCode": "1498", "clientType": "3", "receiverMessageInfo": "receiverMessageInfo", "receiverName": "ОБЩЕСТВО ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНО-ТЕМП", "receiverInn": "7702328490", "receiverAccountInfo": { "purpose": "счет требований 47423", "receiverAccountNumber": "40817810800819989550" }, "documents": [] }, "payerBankInfo": { "payerBankName": "T-BANK", "payerBankBic": "044525745", "payerBankAccountNumber": "40702810345250000745" }, "receiverBankInfo": { "receiverBankInfo": "receiverBankInfo", "receiverBankName": "ФИЛИАЛ ЮЖНЫЙ ПАО БАНК УРАЛСИБ", "receiverBankBic": "044525411", "receiverBankAccountNumber": "40702810145250000411" }, "mediatorBankInfo": { "mediatorBankInfo": "mediatorBankInfo", "mediatorBankName": "FILIAL", "mediatorBankBic": "044555555", "mediatorBankAccountNumber": "40702810145250000411" } }
